Id,Street,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,OpenPorchSF,SaleCondition,SalePrice
699,Pave,Gtl,Sawyer,1Story,5,8,1965,Ex,894,0,894,5,1,1,336,Y,144,Normal,138500
700,Pave,Gtl,Somerst,1Story,7,5,2004,Ex,1391,0,1391,5,0,2,530,Y,158,Normal,196000
701,Pave,Gtl,Timber,1Story,8,5,2002,Ex,1800,0,1800,7,1,3,765,Y,78,Normal,312500
702,Pave,Gtl,NWAmes,1Story,7,5,1969,TA,1164,0,1164,6,0,2,528,Y,0,Normal,140000
703,Pave,Gtl,StoneBr,2Story,8,5,2006,Ex,1264,1312,2576,10,1,3,666,Y,100,Partial,361919
704,Pave,Gtl,OldTown,2Story,5,9,1900,Gd,1032,780,1812,8,1,2,672,N,0,Normal,140000
705,Pave,Gtl,CollgCr,1Story,7,5,2004,Ex,1484,0,1484,7,0,2,606,Y,35,Normal,213000
706,Pave,Gtl,IDOTRR,2Story,4,5,1930,Fa,372,720,1092,7,0,0,0,N,0,Normal,55000
707,Pave,Sev,ClearCr,1Story,7,5,1971,TA,1824,0,1824,5,2,2,739,Y,48,Normal,302000
708,Pave,Gtl,NridgHt,1Story,8,5,2006,Ex,1324,0,1324,6,1,2,550,Y,38,Normal,254000
709,Pave,Gtl,Gilbert,2Story,7,5,2007,Ex,728,728,1456,8,1,2,400,Y,24,Partial,179540
710,Pave,Gtl,Sawyer,1Story,5,7,1966,TA,904,0,904,6,0,1,408,Y,0,Abnorml,109900
711,Pave,Gtl,BrkSide,1Story,3,6,1935,Gd,729,0,729,5,0,0,0,N,0,Normal,52000
712,Pave,Mod,IDOTRR,1.5Fin,4,7,1900,Gd,859,319,1178,7,0,1,384,N,0,Abnorml,102776
713,Pave,Gtl,StoneBr,1Story,8,5,1988,Gd,1228,0,1228,5,1,2,472,Y,120,Normal,189000
714,Pave,Gtl,BrkSide,1Story,4,5,1970,TA,960,0,960,6,0,2,576,Y,288,Normal,129000
715,Pave,Gtl,Sawyer,2Story,6,8,1976,Ex,725,754,1479,6,0,2,475,Y,44,Normal,130500
716,Pave,Gtl,NWAmes,1Story,6,5,1974,TA,1350,0,1350,7,1,2,478,Y,0,Normal,165000
717,Pave,Gtl,OldTown,2Story,7,8,1890,Ex,1576,978,2554,8,0,2,704,P,48,Normal,159500
718,Pave,Gtl,NWAmes,1Story,5,6,1973,Gd,1178,0,1178,5,1,2,439,Y,0,Normal,157000
719,Pave,Gtl,NoRidge,2Story,7,5,1993,Ex,1325,1093,2418,9,1,3,983,Y,154,Normal,341000
720,Pave,Gtl,CollgCr,1Story,5,6,1969,TA,971,0,971,5,1,1,300,Y,0,Normal,128500
721,Pave,Mod,StoneBr,1Story,8,5,1985,TA,1742,0,1742,5,1,2,564,Y,28,Normal,275000
722,Pave,Gtl,CollgCr,1Story,6,5,2004,Ex,848,0,848,3,0,2,420,Y,0,Normal,143000
723,Pave,Gtl,NAmes,1Story,4,7,1970,Ex,864,0,864,5,0,2,463,Y,0,Normal,124500
724,Pave,Gtl,Edwards,1.5Fin,4,6,1954,Ex,997,473,1470,7,0,1,548,Y,0,Normal,135000
725,Pave,Gtl,Edwards,1Story,9,5,2007,Ex,1698,0,1698,8,1,3,768,Y,64,Normal,320000
726,Pave,Gtl,NAmes,1Story,4,6,1970,TA,864,0,864,5,0,2,660,Y,0,Normal,120500
727,Pave,Gtl,Crawfor,1Story,6,9,1988,Ex,1680,0,1680,5,1,2,540,Y,44,Normal,222000
728,Pave,Gtl,CollgCr,1Story,7,5,2007,Ex,1232,0,1232,6,0,2,632,Y,0,Normal,194500
729,Pave,Gtl,NAmes,1Story,5,5,1958,TA,1776,0,1776,9,0,3,888,Y,25,Abnorml,110000
730,Pave,Gtl,IDOTRR,1.5Fin,4,5,1925,TA,848,0,1208,5,0,2,539,Y,23,Normal,103000
731,Pave,Gtl,StoneBr,1Story,8,5,1995,Ex,1616,0,1616,5,1,2,608,Y,152,Normal,236500
732,Pave,Gtl,Timber,SLvl,7,5,2003,Ex,1146,0,1146,6,1,2,438,Y,22,Normal,187500
733,Pave,Gtl,CollgCr,2Story,7,5,1998,Ex,1153,878,2031,8,1,2,541,Y,84,Normal,222500
734,Pave,Gtl,Sawyer,1Story,5,6,1961,Ex,1144,0,1144,6,1,1,264,Y,0,Normal,131400
735,Pave,Gtl,Sawyer,1Story,5,5,1968,TA,948,0,948,6,0,1,300,Y,0,Family,108000
736,Pave,Gtl,OldTown,2.5Unf,7,7,1914,Fa,880,888,1768,6,2,2,320,N,341,Normal,163000
737,Pave,Gtl,NAmes,1Story,3,4,1950,Gd,1040,0,1040,6,0,2,400,Y,0,Normal,93500
738,Pave,Gtl,Gilbert,2Story,8,5,2005,Ex,901,900,1801,8,1,3,800,Y,116,Normal,239900
739,Pave,Gtl,Edwards,1Story,5,5,1987,TA,1200,0,1200,5,0,0,0,Y,0,Alloca,179000
740,Pave,Gtl,CollgCr,2Story,7,5,2004,Ex,864,864,1728,7,0,2,572,Y,56,Normal,190000
741,Pave,Gtl,OldTown,2Story,5,7,1910,Ex,768,664,1432,7,0,2,360,Y,0,Abnorml,132000
742,Pave,Gtl,Sawyer,1Story,6,8,1961,Gd,912,0,912,5,0,1,288,Y,0,Normal,142000
743,Pave,Gtl,SawyerW,1Story,7,5,2000,Ex,1349,0,1349,6,0,2,539,Y,55,Normal,179000
744,Pave,Gtl,Sawyer,SLvl,5,6,1963,Ex,1464,0,1464,6,1,2,480,Y,0,Normal,175000
745,Pave,Gtl,StoneBr,1Story,8,5,1993,Gd,1337,0,1337,5,1,2,462,Y,0,Normal,180000
746,Pave,Gtl,NWAmes,2Story,8,9,1976,Ex,1175,1540,2715,11,2,2,831,Y,204,Normal,299800
747,Pave,Gtl,Gilbert,2Story,7,5,2000,Ex,980,1276,2256,8,1,2,554,Y,54,Normal,236000
748,Pave,Gtl,OldTown,2Story,7,7,1880,TA,1320,1320,2640,8,1,4,864,N,0,Normal,265979
749,Pave,Gtl,NoRidge,1Story,7,5,1996,Ex,1720,0,1720,7,1,2,527,Y,56,Normal,260400
750,Pave,Gtl,Edwards,1.5Fin,4,3,1945,TA,1088,441,1529,9,0,1,240,N,0,Normal,98000
751,Pave,Gtl,OldTown,1.5Fin,4,7,1910,Gd,792,348,1140,7,0,0,0,N,160,Normal,96500
752,Pave,Gtl,Gilbert,2Story,7,5,2003,Ex,660,660,1320,6,0,2,400,Y,48,Normal,162000
753,Pave,Gtl,CollgCr,1Story,6,5,1997,Ex,1494,0,1494,6,0,2,576,Y,27,Normal,217000
754,Pave,Gtl,NridgHt,2Story,8,5,2005,Gd,1038,1060,2098,8,1,3,878,Y,52,Normal,275500
755,Pave,Gtl,NAmes,1Story,6,8,1969,Gd,1026,0,1026,5,0,2,440,Y,48,Normal,156000
756,Pave,Gtl,Somerst,2Story,6,5,1999,Gd,742,729,1471,6,0,2,440,Y,24,Normal,172500
757,Pave,Gtl,CollgCr,2Story,8,5,2007,Ex,866,902,1768,7,0,2,578,Y,105,Normal,212000
758,Pave,Gtl,Sawyer,2Story,6,5,1978,TA,672,714,1386,6,1,2,440,Y,0,Abnorml,158900
759,Pave,Gtl,Somerst,2Story,7,5,1999,Gd,757,744,1501,6,0,2,440,Y,0,Normal,179400
760,Pave,Gtl,NoRidge,2Story,8,5,1995,Ex,1328,1203,2531,9,1,3,752,Y,98,Normal,290000
761,Pave,Gtl,NAmes,1Story,6,6,1959,Ex,864,0,864,5,0,1,300,Y,0,Normal,127500
762,Pave,Gtl,BrkSide,1Story,5,5,1924,TA,1301,0,1301,5,0,2,440,Y,0,Normal,100000
763,Pave,Gtl,Somerst,2Story,7,5,2009,Ex,764,783,1547,7,0,2,614,Y,45,Normal,215200
764,Pave,Gtl,NoRidge,2Story,8,5,1999,Ex,1268,1097,2365,8,1,3,856,Y,128,Normal,337000
765,Pave,Gtl,Veenker,1Story,8,5,1995,Ex,1494,0,1494,6,1,2,481,Y,30,Normal,270000
766,Pave,Gtl,Somerst,1Story,9,5,2008,Ex,1506,0,1506,6,1,2,592,Y,174,Partial,264132
767,Pave,Gtl,NWAmes,2Story,7,5,1988,TA,980,734,1714,7,1,2,496,Y,66,Normal,196500
768,Pave,Gtl,Mitchel,1.5Fin,6,7,1940,Ex,983,767,1750,7,0,1,423,Y,0,Normal,160000
769,Pave,Gtl,CollgCr,1Story,7,5,2004,Ex,1836,0,1836,8,1,2,484,Y,33,Normal,216837
770,Pave,Mod,StoneBr,2Story,8,5,2003,Ex,1690,1589,3279,12,1,3,841,Y,36,Normal,538000
771,Pave,Gtl,Sawyer,SFoyer,5,5,1982,TA,858,0,858,5,0,2,576,Y,0,Normal,134900
772,Pave,Gtl,Edwards,1Story,4,5,1951,TA,1220,0,1220,6,0,2,396,Y,0,Normal,102000
773,Pave,Gtl,Edwards,SLvl,6,5,1976,TA,1117,0,1117,6,1,2,672,Y,0,Abnorml,107000
774,Pave,Gtl,NAmes,1Story,5,5,1958,Ex,912,0,912,5,0,1,275,Y,0,Normal,114500
775,Pave,Gtl,NridgHt,1Story,8,5,2006,Gd,1973,0,1973,9,1,3,895,Y,45,Partial,395000
776,Pave,Gtl,Mitchel,1Story,6,5,1998,Ex,1204,0,1204,5,0,2,412,Y,247,Normal,162000
777,Pave,Gtl,CollgCr,1Story,7,5,2005,Ex,1614,0,1614,7,0,3,865,Y,59,Partial,221500
778,Pave,Gtl,Sawyer,1Story,5,5,1974,TA,894,0,894,5,1,2,440,Y,0,Normal,142500
779,Pave,Gtl,SawyerW,1Story,5,5,1977,TA,2020,0,2020,10,2,2,630,Y,0,Normal,144000
780,Pave,Gtl,Mitchel,SFoyer,6,5,1977,TA,1004,0,1004,4,0,2,504,Y,0,Normal,135000
781,Pave,Gtl,Gilbert,1Story,7,5,1995,Gd,1253,0,1253,6,1,2,402,Y,21,Normal,176000
782,Pave,Gtl,SawyerW,2Story,6,5,1992,Ex,810,793,1603,7,0,2,484,Y,124,Normal,175900
783,Pave,Gtl,CollgCr,1Story,7,5,2001,Ex,1430,0,1430,6,0,2,605,Y,33,Normal,187100
784,Pave,Gtl,Mitchel,SFoyer,5,6,1978,Ex,1110,0,1110,4,1,2,602,Y,30,Normal,165500
785,Pave,Gtl,OldTown,2.5Unf,6,6,1914,Ex,742,742,1484,9,1,0,0,Y,291,Normal,128000
786,Pave,Gtl,NWAmes,1Story,6,5,1967,TA,1342,0,1342,7,1,2,457,Y,0,Normal,161500
787,Pave,Gtl,OldTown,1.5Fin,5,6,1915,TA,966,686,1652,7,0,1,416,Y,0,Normal,139000
788,Pave,Gtl,SawyerW,2Story,7,5,2004,Ex,956,1128,2084,8,0,2,618,Y,45,Normal,233000
789,Pave,Gtl,OldTown,1Story,4,7,1954,Ex,901,0,901,4,0,1,281,Y,0,Normal,107900
790,Pave,Gtl,ClearCr,2Story,6,8,1966,Gd,976,1111,2087,9,0,2,444,Y,168,Normal,187500
791,Pave,Gtl,Blmngtn,1Story,7,5,2005,Ex,1145,0,1145,5,1,2,397,Y,16,Normal,160200
792,Pave,Gtl,Mitchel,SLvl,6,5,1976,TA,1062,0,1062,5,2,2,539,Y,0,Normal,146800
793,Pave,Gtl,NoRidge,2Story,7,5,1996,Ex,1127,886,2013,8,1,2,455,Y,130,Normal,269790
794,Pave,Gtl,Somerst,1Story,8,5,2007,Ex,1496,0,1496,7,0,2,474,Y,130,Partial,225000
795,Pave,Gtl,Gilbert,2Story,7,5,1994,Ex,1086,809,1895,7,1,2,409,Y,46,Normal,194500
796,Pave,Gtl,SawyerW,2Story,6,6,1980,TA,888,676,1564,7,1,2,476,Y,50,Normal,171000
797,Pave,Gtl,Sawyer,1Story,6,5,1977,Ex,1285,0,1285,7,1,2,528,Y,0,Normal,143500
798,Pave,Gtl,NAmes,1Story,5,5,1953,Gd,773,0,773,4,0,1,240,Y,0,Abnorml,110000
799,Pave,Gtl,NridgHt,2Story,9,5,2008,Ex,1966,1174,3140,11,2,3,820,Y,78,Partial,485000
800,Pave,Gtl,SWISU,1.5Fin,5,7,1937,Ex,981,787,1768,7,2,1,240,Y,0,Normal,175000
801,Pave,Mod,ClearCr,2Story,6,5,1997,Gd,616,1072,1688,8,0,2,603,Y,114,Normal,200000
802,Pave,Gtl,IDOTRR,1Story,4,7,1916,Ex,1196,0,1196,5,0,2,440,Y,0,Normal,109900
803,Pave,Gtl,CollgCr,2Story,7,5,2005,Ex,728,728,1456,7,1,2,410,Y,18,Normal,189000
804,Pave,Gtl,NridgHt,2Story,9,5,2008,Ex,1734,1088,2822,12,1,3,1020,Y,170,Partial,582933
805,Pave,Gtl,NAmes,1Story,5,5,1954,TA,1128,0,1128,5,0,1,286,Y,0,Family,118000
806,Pave,Gtl,Somerst,1Story,7,5,2008,Ex,1428,0,1428,6,0,2,554,Y,60,Partial,227680
807,Pave,Gtl,NAmes,SLvl,5,5,1967,Gd,980,0,980,6,0,1,384,Y,0,Normal,135500
808,Pave,Gtl,BrkSide,2Story,5,6,1923,Ex,1072,504,1576,6,1,2,528,Y,312,Normal,223500
809,Pave,Gtl,NAmes,SLvl,5,5,1966,TA,1086,0,1086,6,1,2,484,Y,0,Normal,159950
810,Pave,Gtl,OldTown,2.5Unf,5,5,1898,TA,1075,1063,2138,11,0,2,360,N,156,Normal,106000
811,Pave,Gtl,NWAmes,1Story,6,6,1974,Fa,1309,0,1309,5,1,2,484,Y,0,Normal,181000
812,Pave,Gtl,CollgCr,1Story,6,5,2004,Ex,848,0,848,4,1,2,420,Y,0,Normal,144500
813,Grvl,Mod,IDOTRR,1Story,5,5,1952,TA,1044,0,1044,4,0,2,504,N,0,Alloca,55993
814,Pave,Gtl,NAmes,1Story,6,6,1958,Gd,1442,0,1442,7,0,1,301,Y,0,Normal,157900
815,Pave,Gtl,Edwards,1.5Fin,5,7,1918,Gd,686,564,1250,7,0,1,280,P,0,Normal,116000
816,Pave,Gtl,CollgCr,1Story,7,5,1998,Ex,1661,0,1661,6,0,2,598,Y,34,Normal,224900
817,Pave,Gtl,NAmes,1Story,5,6,1954,Gd,1008,0,1008,4,1,1,275,Y,0,Normal,137000
818,Pave,Gtl,Mitchel,1Story,8,5,2002,Ex,1689,0,1689,7,2,3,857,Y,59,Normal,271000
819,Pave,Gtl,ClearCr,SLvl,6,7,1971,Gd,1052,0,1052,6,0,2,440,Y,0,Normal,155000
820,Pave,Gtl,NridgHt,1Story,7,5,2009,Ex,1358,0,1358,6,1,2,484,Y,35,Partial,224000
821,Pave,Gtl,CollgCr,2Story,7,5,2003,Ex,798,842,1640,6,0,2,595,Y,45,Normal,183000
822,Pave,Mod,OldTown,1Story,4,4,1953,TA,936,0,936,4,0,2,576,Y,32,Normal,93000
823,Pave,Gtl,Gilbert,2Story,7,5,2003,Ex,847,886,1733,7,1,2,433,Y,48,Family,225000
824,Pave,Gtl,SWISU,1.5Fin,6,7,1940,TA,944,545,1489,7,1,1,240,Y,0,Normal,139500
825,Pave,Gtl,Somerst,1Story,8,5,2006,Ex,1489,0,1489,7,1,2,776,Y,140,Partial,232600
826,Pave,Gtl,NridgHt,1Story,10,5,2007,Ex,2084,0,2084,7,1,3,1220,Y,45,Partial,385000
827,Pave,Gtl,BrkSide,1.5Unf,5,6,1924,Gd,784,0,784,5,0,0,0,Y,0,Normal,109500
828,Pave,Gtl,SawyerW,1Story,7,5,2001,Ex,1434,0,1434,6,1,2,527,Y,39,Normal,189000
829,Pave,Sev,ClearCr,2Story,5,5,1967,TA,1160,966,2126,7,0,2,538,Y,0,Abnorml,185000
830,Pave,Gtl,Somerst,2Story,7,5,2005,Ex,520,623,1223,4,0,2,480,Y,166,Normal,147400
831,Pave,Gtl,NAmes,1Story,6,5,1957,TA,1392,0,1392,6,2,2,458,Y,0,Normal,166000
832,Pave,Gtl,Somerst,2Story,7,5,2005,Ex,520,600,1200,4,0,2,480,Y,166,Normal,151000
833,Pave,Gtl,CollgCr,2Story,7,6,2003,Ex,941,888,1829,7,1,2,613,Y,39,Normal,237000
834,Pave,Gtl,NAmes,1Story,6,6,1964,TA,1516,0,1516,6,0,2,472,Y,0,Normal,167000
835,Pave,Gtl,NAmes,1Story,5,6,1961,Gd,1144,0,1144,6,0,2,456,Y,0,Normal,139950
836,Pave,Gtl,Sawyer,1Story,4,7,1950,TA,1067,0,1067,4,0,2,436,Y,0,Normal,128000
837,Pave,Gtl,OldTown,1Story,5,6,1948,Gd,1559,0,1559,5,0,2,812,Y,116,Normal,153500
838,Pave,Gtl,BrDale,2Story,6,5,1973,TA,483,504,987,5,0,1,264,Y,0,Normal,100000
839,Pave,Gtl,CollgCr,1Story,5,6,1995,Ex,1099,0,1099,6,0,1,352,Y,0,Normal,144000
840,Pave,Gtl,Edwards,1.5Fin,5,6,1946,Ex,768,432,1200,6,0,1,240,Y,0,Normal,130500
841,Pave,Gtl,SWISU,2Story,6,8,1925,TA,810,672,1482,7,0,1,400,P,0,Normal,140000
842,Pave,Gtl,OldTown,2Story,5,8,1904,Gd,958,581,1539,8,1,2,686,P,78,Normal,157500
843,Pave,Gtl,NAmes,SLvl,6,7,1966,TA,1165,0,1165,6,0,2,490,Y,129,Normal,174900
844,Pave,Gtl,NAmes,1Story,5,4,1961,Ex,1800,0,1800,10,0,0,0,Y,0,Normal,141000
845,Pave,Gtl,OldTown,1.5Fin,5,8,1915,Gd,876,540,1416,7,1,3,720,Y,0,Normal,153900
846,Pave,Gtl,Sawyer,SFoyer,5,5,1975,TA,1701,0,1701,6,2,2,611,Y,0,Normal,171000
847,Pave,Gtl,SawyerW,2Story,7,5,1993,Ex,1006,769,1775,7,1,2,425,Y,72,Normal,213000
848,Pave,Gtl,CollgCr,1Story,5,6,1972,Ex,864,0,864,5,1,1,338,Y,0,Normal,133500
849,Pave,Gtl,ClearCr,1.5Fin,6,8,1908,TA,1307,1051,2358,10,1,2,360,Y,40,Normal,240000
850,Pave,Gtl,Veenker,SLvl,6,7,1976,Ex,1094,761,1855,7,1,2,512,Y,100,Normal,187000
851,Pave,Gtl,CollgCr,1Story,6,5,2003,Ex,848,0,848,3,0,2,420,Y,0,Normal,131500
852,Pave,Gtl,Blmngtn,1Story,8,5,2003,Ex,1456,0,1456,7,1,2,400,Y,20,Normal,215000
853,Pave,Gtl,Crawfor,2.5Unf,7,5,1941,Gd,918,728,1646,7,2,1,240,Y,0,Normal,164000
854,Pave,Gtl,NAmes,SLvl,6,6,1964,TA,1445,0,1445,7,1,2,645,Y,0,Normal,158000
855,Pave,Gtl,Sawyer,1Story,5,4,1955,TA,1779,0,1779,6,1,2,454,Y,418,Abnorml,170000
856,Pave,Gtl,Sawyer,1Story,5,8,1962,Ex,1040,0,1040,6,0,1,260,Y,104,Normal,127000
857,Pave,Mod,CollgCr,SLvl,6,6,1978,TA,1026,0,1026,5,0,2,576,Y,0,Normal,147000
858,Pave,Gtl,Gilbert,2Story,6,5,1994,Gd,702,779,1481,6,1,2,343,Y,36,Normal,174000
859,Pave,Gtl,NWAmes,1Story,7,5,1976,TA,1370,0,1370,6,1,2,479,Y,0,Family,152000
860,Pave,Gtl,NWAmes,2Story,6,7,1968,TA,1512,1142,2654,9,1,2,619,Y,65,Normal,250000
861,Pave,Gtl,Crawfor,1.5Fin,7,8,1918,Gd,912,514,1426,7,1,1,216,Y,240,Normal,189950
862,Pave,Gtl,Sawyer,1Story,5,4,1965,Ex,1039,0,1039,6,0,2,504,Y,0,Normal,131500
863,Pave,Gtl,SawyerW,1Story,6,5,1984,TA,1097,0,1097,6,0,2,480,Y,0,Normal,152000
864,Pave,Gtl,NAmes,1Story,5,5,1959,TA,1148,0,1148,6,0,1,672,Y,0,Normal,132500
865,Pave,Gtl,Somerst,1Story,7,5,2007,Ex,1372,0,1372,6,0,2,529,Y,140,Partial,250580
866,Pave,Gtl,NAmes,1Story,5,6,1970,TA,1002,0,1002,5,0,2,902,Y,0,Normal,148500
867,Pave,Gtl,Timber,1Story,8,5,2006,Ex,1646,0,1646,6,1,3,870,Y,80,Partial,248900
868,Pave,Gtl,Sawyer,1Story,4,5,1961,TA,1120,0,1120,5,0,2,544,Y,0,Normal,129000
869,Pave,Gtl,Gilbert,2Story,5,6,1948,Gd,1547,720,2320,7,1,2,672,P,144,Normal,169000
870,Pave,Gtl,SawyerW,2Story,7,5,1993,Ex,1062,887,1949,8,1,2,574,Y,90,Normal,236000
871,Pave,Gtl,NAmes,1Story,5,5,1962,Gd,894,0,894,5,0,1,308,Y,0,Normal,109500
872,Pave,Gtl,CollgCr,2Story,6,5,1998,Ex,804,878,1682,7,0,2,523,Y,77,Normal,200500
873,Pave,Gtl,NAmes,1Story,5,7,1953,Gd,910,0,910,5,0,2,414,Y,0,Normal,116000
874,Pave,Gtl,NAmes,1Story,5,7,1949,Gd,1036,0,1268,6,1,1,288,Y,28,Normal,133000
875,Pave,Gtl,OldTown,1.5Fin,5,6,1941,Ex,676,455,1131,5,0,1,200,Y,0,Abnorml,66500
876,Pave,Gtl,Somerst,2Story,8,5,2007,Ex,1184,1426,2610,11,1,2,550,Y,364,Partial,303477
877,Pave,Mod,Mitchel,1Story,4,5,1963,Gd,1040,0,1040,5,0,2,648,Y,0,Normal,132250
878,Pave,Gtl,NridgHt,2Story,9,5,2004,Ex,1462,762,2224,10,1,3,738,Y,0,Normal,350000
879,Pave,Gtl,Sawyer,SFoyer,5,7,1961,TA,1155,0,1155,6,0,2,576,Y,0,Normal,148000
880,Pave,Gtl,CollgCr,1Story,5,8,1978,Ex,864,0,864,6,0,1,336,Y,0,Normal,136500
881,Pave,Gtl,Edwards,1Story,5,5,2005,Gd,1090,0,1090,5,0,2,450,Y,49,Normal,157000
882,Pave,Gtl,Timber,1.5Fin,7,5,1990,Ex,1187,530,1717,7,1,2,400,Y,36,Normal,187500
883,Pave,Gtl,Gilbert,2Story,6,5,1992,Gd,808,785,1593,7,1,2,389,Y,40,Normal,178000
884,Pave,Gtl,SWISU,2.5Fin,4,5,1912,TA,954,795,2230,10,0,1,440,Y,188,Normal,118500
885,Pave,Gtl,NAmes,1Story,5,5,1967,TA,892,0,892,5,0,1,288,Y,0,Normal,100000
886,Pave,Gtl,Somerst,1Story,9,5,1999,Ex,1709,0,1709,5,1,2,506,Y,65,Abnorml,328900
887,Pave,Gtl,NAmes,1Story,5,5,1959,Ex,1712,0,1712,8,0,2,588,Y,54,Family,145000
888,Pave,Gtl,Edwards,1.5Fin,5,7,1955,TA,872,521,1393,8,0,1,300,Y,0,Normal,135500
889,Pave,Mod,NAmes,1Story,8,6,1970,Ex,2217,0,2217,8,1,2,621,Y,207,Normal,268000
890,Pave,Gtl,NAmes,1Story,6,4,1953,Ex,1505,0,1505,6,1,2,505,Y,0,Normal,149500
891,Pave,Gtl,NAmes,1.5Fin,5,7,1949,Ex,672,252,924,6,1,2,576,Y,0,Normal,122900
892,Pave,Gtl,Sawyer,2Story,6,5,1978,Gd,918,765,1683,7,1,2,440,Y,0,Normal,172500
893,Pave,Gtl,Sawyer,1Story,6,8,1963,TA,1068,0,1068,6,0,1,264,Y,0,Normal,154500
894,Pave,Gtl,Sawyer,1Story,5,5,1954,TA,1383,0,1383,6,1,1,354,Y,116,Normal,165000
895,Pave,Gtl,SawyerW,1Story,5,5,1979,TA,1535,0,1535,8,0,2,400,Y,0,Alloca,118858
896,Pave,Gtl,NAmes,2Story,6,5,1963,TA,983,813,1796,8,1,2,483,Y,50,Normal,140000
897,Pave,Gtl,IDOTRR,1Story,4,6,1936,Ex,951,0,951,6,0,1,327,Y,28,Abnorml,106500
898,Pave,Gtl,SawyerW,2Story,5,5,1979,TA,1120,1120,2240,12,0,2,528,Y,0,Alloca,142953
899,Pave,Gtl,NridgHt,1Story,9,5,2009,Ex,2364,0,2364,11,2,3,820,Y,67,Partial,611657
900,Pave,Gtl,Sawyer,1Story,5,7,1961,TA,1236,0,1236,6,1,1,288,Y,0,Normal,135000
901,Pave,Gtl,NAmes,1Story,4,6,1971,TA,858,0,858,4,0,1,684,Y,0,Normal,110000
902,Pave,Gtl,NAmes,1Story,5,7,1957,TA,1306,0,1306,5,0,1,756,Y,0,Normal,153000
903,Pave,Gtl,Gilbert,2Story,7,5,2003,Ex,807,702,1509,8,1,2,393,Y,75,Normal,180000
904,Pave,Gtl,Gilbert,1Story,7,5,2006,Ex,1670,0,1670,7,1,3,690,Y,60,Partial,240000
905,Pave,Gtl,Sawyer,1Story,5,6,1967,TA,902,0,902,6,0,1,288,Y,0,Normal,125500
906,Pave,Gtl,NAmes,1Story,5,5,1954,TA,1063,0,1063,6,0,1,280,Y,0,Normal,128000
907,Pave,Gtl,Somerst,1Story,8,5,2006,Ex,1636,0,1636,8,1,3,865,Y,60,Normal,255000
908,Pave,Gtl,Crawfor,1.5Fin,7,7,1936,Gd,1020,1037,2057,6,1,1,180,Y,0,Normal,250000
909,Pave,Mod,Mitchel,1Story,5,5,1983,TA,902,0,902,5,0,2,484,Y,0,Normal,131000
910,Pave,Gtl,Gilbert,2Story,6,5,2005,Ex,742,742,1484,8,1,2,390,Y,24,Normal,174000
911,Pave,Gtl,NAmes,2Story,5,5,1960,TA,1105,1169,2274,12,0,2,480,Y,0,Normal,154300
912,Pave,Mod,CollgCr,1Story,5,7,1977,TA,1268,0,1268,5,0,1,252,Y,0,Normal,143500
913,Pave,Gtl,BrkSide,1Story,5,7,1925,TA,1015,0,1015,6,0,1,450,Y,0,Abnorml,88000
914,Pave,Gtl,Crawfor,2Story,5,6,1949,TA,1001,1001,2002,8,0,3,871,Y,0,Normal,145000
915,Pave,Gtl,Somerst,2Story,6,5,2009,Ex,612,612,1224,4,0,2,528,Y,234,Partial,173733
916,Pave,Gtl,MeadowV,2Story,4,5,1970,Fa,546,546,1092,6,0,1,286,Y,0,Normal,75000
917,Pave,Gtl,IDOTRR,1Story,2,3,1949,TA,480,0,480,4,0,1,308,Y,0,Abnorml,35311
918,Pave,Gtl,Edwards,1Story,4,6,1956,Ex,1229,0,1229,6,0,1,284,Y,0,Normal,135000
919,Pave,Gtl,SawyerW,2Story,7,5,1991,Ex,912,1215,2127,8,1,3,833,Y,192,Normal,238000
920,Pave,Gtl,NAmes,1Story,6,8,1958,Ex,1414,0,1414,6,1,2,601,Y,51,Normal,176500
921,Pave,Gtl,SawyerW,2Story,6,5,1994,Ex,936,785,1721,7,0,2,471,Y,87,Normal,201000
922,Pave,Gtl,Edwards,1.5Fin,5,7,1900,Gd,1272,928,2200,9,0,0,0,N,70,Normal,145900
923,Pave,Gtl,Gilbert,1Story,6,5,2005,Ex,1316,0,1316,6,1,2,397,Y,0,Partial,169990
924,Pave,Gtl,SawyerW,1Story,6,5,1993,Ex,1617,0,1617,5,1,2,533,Y,69,Normal,193000
925,Pave,Gtl,NWAmes,1Story,6,6,1980,TA,1686,0,1686,7,1,2,612,Y,131,Normal,207500
926,Pave,Gtl,NWAmes,1Story,5,6,1977,TA,1126,0,1126,6,0,2,540,Y,0,Abnorml,175000
927,Pave,Gtl,NridgHt,2Story,8,5,2003,Ex,1234,1140,2374,10,1,3,656,Y,100,Normal,285000
928,Pave,Gtl,NWAmes,2Story,7,5,1968,Gd,1098,880,1978,9,1,2,486,Y,43,Normal,176000
929,Pave,Gtl,CollgCr,1Story,8,5,2001,Ex,1788,0,1788,7,1,2,522,Y,151,Normal,236500
930,Pave,Gtl,Gilbert,2Story,7,5,1997,Gd,993,1243,2236,8,1,2,642,Y,0,Normal,222000
931,Pave,Gtl,Timber,1Story,8,5,2007,Ex,1466,0,1466,7,0,3,610,Y,18,Normal,201000
